9.8532e+05,8067.2,4378.6,942,2746.5,4370.4,880.3,2816.5,0,0,681.88,880.3,0,0,0,2816.5,0,0,0,0,0,0,0,942,0,0,0,0,0,0,0,0,0,0,0,0,2746.5,0,0,0,0,0,0,0,0,0,0
9.8532e+05,8067.2,4378.6,942,2746.5,4370.4,880.3,2816.5,0,0,681.88,880.3,0,0,0,2816.5,0,0,0,0,0,0,0,942,0,0,0,0,0,0,0,0,0,0,0,0,2746.5,0,0,0,0,0,0,0,0,0,0
9.8532e+05,8067.2,4378.6,942,2746.5,4370.4,880.3,2816.5,0,0,681.88,880.3,0,0,0,2816.5,0,0,0,0,0,0,0,942,0,0,0,0,0,0,0,0,0,0,0,0,2746.5,0,0,0,0,0,0,0,0,0,0
1.0838e+06,14453,7220.9,942,6290,4370.4,880.3,9202.2,0,0,681.88,0,0,0,0,6539,0,0,0,0,0,0,0,942,0,0,0,0,0,0,0,0,0,0,0,0,2746.5,880.3,0,0,0,2663.2,0,0,0,0,0
1.074e+06,13814,8101.2,2966.6,2746.5,4370.4,880.3,8563.6,0,0,681.88,880.3,0,0,0,6539,0,0,0,0,0,0,0,942,0,0,0,0,2024.6,0,0,0,0,0,0,0,2746.5,0,0,0,0,0,0,0,0,0,0
1.0641e+06,13176,8101.2,2328,2746.5,4370.4,880.3,7925,0,0,681.88,880.3,0,0,0,6539,0,0,0,0,0,0,0,942,0,0,0,0,1386,0,0,0,0,0,0,0,2746.5,0,0,0,0,0,0,0,0,0,0
1.0543e+06,12537,8101.2,1689.5,2746.5,4370.4,880.3,7286.5,0,0,681.88,880.3,0,0,0,6539,0,0,0,0,0,0,0,942,0,0,0,0,747.47,0,0,0,0,0,0,0,2746.5,0,0,0,0,0,0,0,0,0,0
1.0444e+06,11899,8101.2,1050.9,2746.5,4370.4,880.3,6647.9,0,0,681.88,880.3,0,0,0,6539,0,0,0,0,0,0,0,942,0,0,0,0,108.9,0,0,0,0,0,0,0,2746.5,0,0,0,0,0,0,0,0,0,0
1.0346e+06,11260,1198.2,6435,3626.8,4370.4,880.3,6009.3,0,0,681.88,0,0,0,0,516.32,0,0,0,0,0,0,0,942,0,0,0,0,5493,0,0,0,0,0,0,0,2746.5,880.3,0,0,0,0,0,0,0,0,0
1.0247e+06,10621,681.88,6312.8,3626.8,4370.4,880.3,5370.8,0,0,681.88,0,0,0,0,0,0,0,0,0,0,0,0,942,0,0,0,0,5370.8,0,0,0,0,0,0,0,2746.5,880.3,0,0,0,0,0,0,0,0,0
1.0149e+06,9982.9,681.88,5674.2,3626.8,4370.4,880.3,4732.2,0,0,681.88,0,0,0,0,0,0,0,0,0,0,0,0,942,0,0,0,0,4732.2,0,0,0,0,0,0,0,2746.5,880.3,0,0,0,0,0,0,0,0,0
1.005e+06,9344.3,681.88,5035.6,3626.8,4370.4,880.3,4093.6,0,0,681.88,0,0,0,0,0,0,0,0,0,0,0,0,942,0,0,0,0,4093.6,0,0,0,0,0,0,0,2746.5,880.3,0,0,0,0,0,0,0,0,0
9.9517e+05,8705.7,681.88,4397,3626.8,4370.4,880.3,3455,0,0,681.88,0,0,0,0,0,0,0,0,0,0,0,0,942,0,0,0,0,3455,0,0,0,0,0,0,0,2746.5,880.3,0,0,0,0,0,0,0,0,0
9.8532e+05,8067.2,681.88,3758.5,3626.8,4370.4,880.3,2816.5,0,0,681.88,0,0,0,0,0,0,0,0,0,0,0,0,942,0,0,0,0,2816.5,0,0,0,0,0,0,0,2746.5,880.3,0,0,0,0,0,0,0,0,0
